date,headline,url,source,company,ticker
2026-06-04,AI companies are barreling toward huge Wall Street debuts . A look at the biggest players,https://www.clickorlando.com/tech/2026/06/04/ai-companies-are-barreling-toward-huge-wall-street-debuts-a-look-at-the-biggest-players/,clickorlando.com,Microsoft,MSFT
2026-06-04,AI companies are barreling toward huge Wall Street debuts . A look at the biggest players,https://mynorthwest.com/national/ai-companies-are-barreling-toward-huge-wall-street-debuts-a-look-at-the-biggest-players/4244760,mynorthwest.com,Microsoft,MSFT
2026-06-04,SRN - US News - Taylorville Daily News,https://taylorvilledailynews.com/local-news/srn-us-news/7aa2aa374fa52e0c965346112ec66401,taylorvilledailynews.com,Microsoft,MSFT
2026-06-04,中际旭创的  强大与脆弱 ， 是同一枚硬币的两面 | 蔚言大义 - 经济观察网 － 专业财经新闻网站,http://www.eeo.com.cn/2026/0603/901207.shtml,eeo.com.cn,Microsoft,MSFT
2026-06-04,AI companies are barreling toward huge Wall Street debuts . A look at the biggest players,https://www.2news.com/news/national/ai-companies-are-barreling-toward-huge-wall-street-debuts-a-look-at-the-biggest-players/article_16c7c4be-2e67-5137-a64f-3f6a3b1e2c6f.html,2news.com,Microsoft,MSFT
2026-06-04,AI companies are barreling toward huge Wall Street debuts . A look at the biggest players,https://www.dailygazette.com/ade/ap/business/ai-companies-are-barreling-toward-huge-wall-street-debuts-a-look-at-the-biggest-players/article_559f035a-2a2b-51aa-af17-373a858a08c2.html,dailygazette.com,Microsoft,MSFT
2026-06-04,"Meet the Low - Cost Vanguard ETF With 30 % Invested in Nvidia , Broadcom , Micron , AMD , and Intel That on Track to Beat the S & P 500 for the Fourth Consecutive Year",https://finance.yahoo.com/markets/stocks/articles/meet-low-cost-vanguard-etf-180100256.html,finance.yahoo.com,Microsoft,MSFT
2026-06-04,CEO讨天价年薪 股东却没辙 ？ | 财经,https://www.orientaldaily.com.my/news/business/2026/06/04/823377,orientaldaily.com.my,Microsoft,MSFT
2026-06-04,重演互联网泡沫前夜式狂欢 ？ 华尔街之狼  剖析AI热潮心理 ， 看好SpaceX ！ |微软|比尔|阿克曼|人工智能|知名企业|spacex,https://www.163.com/dy/article/KUJ3D2TF05198CJN.html,163.com,Microsoft,MSFT
2026-06-04,"Jim Cramer does the math on 5 mega - IPOs , and it doesnt add up",https://finance.yahoo.com/markets/stocks/articles/jim-cramer-does-math-5-050700382.html,finance.yahoo.com,Microsoft,MSFT
2026-06-04,甲骨文裁员3万人以资助大规模人工智能转型,https://finance.sina.com.cn/stock/usstock/summary/2026-06-04/doc-iniafmmu0481731.shtml,finance.sina.com.cn,Microsoft,MSFT
2026-06-04,AI companies are barreling toward huge Wall Street debuts . A look at the biggest players,https://abcnews.com/Business/wireStory/ai-companies-barreling-huge-wall-street-debuts-biggest-133575189,abcnews.com,Microsoft,MSFT
2026-06-04,AI companies are barreling toward huge Wall Street debuts . A look at the biggest players,https://economictimes.indiatimes.com/tech/artificial-intelligence/ai-companies-are-barreling-toward-huge-wall-street-debuts-a-look-at-the-biggest-players/articleshow/131496461.cms,economictimes.indiatimes.com,Microsoft,MSFT
2026-06-04,NVDA Stock Alert : What to Know as Nvidia Debuts New Chips for PCs,https://finance.yahoo.com/markets/stocks/articles/nvda-stock-alert-know-nvidia-175551083.html,finance.yahoo.com,Microsoft,MSFT
2026-06-04,重演互联网泡沫前夜式狂欢 ？ 华尔街之狼  剖析AI热潮心理 ， 看好SpaceX ！ ,https://finance.sina.com.cn/stock/t/2026-06-04/doc-iniafmmv2682910.shtml,finance.sina.com.cn,Microsoft,MSFT
2026-06-04,中国权益资产的极端走势走向何方 ？ ,http://www.ftchinese.com/story/001109890,ftchinese.com,Microsoft,MSFT
2026-06-04,AI companies are barreling toward huge Wall Street debuts . A look at the biggest players,https://www.yoursourceone.com/news/national_news/ai-companies-are-barreling-toward-huge-wall-street-debuts-a-look-at-the-biggest-players/article_f3f9726e-e652-5444-b465-c726695c02e8.html,yoursourceone.com,Microsoft,MSFT
2026-06-04,"Donnerstag : Amazon - App mit KI - Produktbildern , Milliarden für SpaceX und Alphabet",https://www.heise.de/news/Donnerstag-Amazon-App-mit-KI-Produktbildern-Milliarden-fuer-SpaceX-und-Alphabet-11317865.html,heise.de,Microsoft,MSFT
2026-06-04,中国权益资产的极端走势走向何方 ？ ,https://www.ftchinese.com/story/001109890,ftchinese.com,Microsoft,MSFT
2026-06-04,AI companies are barreling toward huge Wall Street debuts . A look at the biggest players,https://www.news4jax.com/tech/2026/06/04/ai-companies-are-barreling-toward-huge-wall-street-debuts-a-look-at-the-biggest-players/,news4jax.com,Microsoft,MSFT
2026-06-04,盘前必读丨富时中国A50指数迎来重大调整 ； 银之杰澄清  被立案调查  传闻不属实,https://www.yicai.com/news/103214824.html,yicai.com,Microsoft,MSFT
2026-06-04,"From Gift Nifty , FII selling , oil prices to gold rates : 10 key things that changed for Indian stock market overnight",https://www.livemint.com/market/stock-market-news/from-gift-nifty-fii-selling-oil-prices-to-gold-rates-10-key-things-that-changed-for-indian-stock-market-overnight-11780536236355.html,livemint.com,Microsoft,MSFT
2026-06-04,道指跌超六百点 ， 英伟达跌3 . 6 %， IBM重挫7 %， 量子计算概念股狂跌 ， 中概股普跌,https://www.yicai.com/news/103214801.html,yicai.com,Microsoft,MSFT
2026-06-04,搭上AI ， 孙正义日赚120亿美金 ， 再次坐上亚洲首富,https://www.163.com/dy/article/KUIVH3GS05198R91.html,163.com,Microsoft,MSFT
2026-06-04,0风投起步 ， 现在万亿市值 ， 他成了硅谷VC的最贵一课,https://www.163.com/dy/article/KUIVJ8U605199LET.html,163.com,Microsoft,MSFT
2026-06-04,特朗普战争警告掀起全球市场风暴 ！ 原油冲向100美元 ， 美股 、 日元 、 比特币齐遭抛售 _ 国际原油市场 _ 黄金网 _ 中金在线,http://gold.cnfol.com/guojiyuanyousc/20260604/32269450.shtml,gold.cnfol.com,Microsoft,MSFT
2026-06-04,Stocks Push Higher on US Labor Market Strength and AI Spending,https://finance.yahoo.com/markets/stocks/articles/stocks-push-higher-us-labor-152543892.html,finance.yahoo.com,Microsoft,MSFT
2026-06-04,美股收盘 ： 三大指数从历史高位回落 美伊紧张局势再度升级,https://finance.ifeng.com/c/8tflZu3dYFF,finance.ifeng.com,Microsoft,MSFT
2026-06-04,中東局勢升溫油價反彈 ！ 美股道瓊跌620點 、 台積電ADR下挫2 . 24 % | 財經,https://newtalk.tw/news/view/2026-06-04/1039155,newtalk.tw,Microsoft,MSFT
2026-06-04,專家看盤 》 大盤46000保衛戰 多方架構未變 金融族群吸金 買盤回流來了 | 財經,https://newtalk.tw/news/view/2026-06-04/1039189,newtalk.tw,Microsoft,MSFT
2026-06-04,Edge AI Daily 早报 （ 6月4日 ）- 钛媒体官方网站,https://www.tmtpost.com/8014298.html,tmtpost.com,Microsoft,MSFT
2026-06-04, 《 美股 》 焦點股 ： 博通財測保守 盤後重挫14 % - 財經,https://www.chinatimes.com/realtimenews/20260604001628-260410,chinatimes.com,Microsoft,MSFT
2026-06-04,"스페이스X , 美 IPO 새 역사 쓰나 … 시총 2700조 목표  ",https://zdnet.co.kr/view/?no=20260604083920,zdnet.co.kr,Microsoft,MSFT
2026-06-04,"CrowdStrike is a buy , just not yet . Here why",https://www.cnbc.com/2026/06/03/crowdstrike-is-a-buy-just-not-yet-heres-why.html,cnbc.com,Microsoft,MSFT
2026-06-04,存量博弈下市场延续分化 ， 留意科技股高位震荡加剧风险 _ 主力动向 _ 市场 _ 中金在线,http://sc.stock.cnfol.com/zldongxiang/20260604/32269465.shtml,sc.stock.cnfol.com,Microsoft,MSFT
2026-06-04,6月4日投资避雷针 ： 2连板实益达公告 仅持有宇树科技约0 . 01 % 股权 _ 市场测评 _ 市场 _ 中金在线,http://sc.stock.cnfol.com/shichangceping/20260604/32269403.shtml,sc.stock.cnfol.com,Microsoft,MSFT
2026-06-04,The crypto winter turns colder as bitcoin extends its slide,https://www.livemint.com/market/cryptocurrency/the-crypto-winter-turns-colder-as-bitcoin-extends-its-slide-11780535539166.html,livemint.com,Microsoft,MSFT
2026-06-04,This  Magnificent Seven  Stock May Still Be the Best Bargain in Tech Right Now,https://finance.yahoo.com/markets/stocks/articles/magnificent-seven-stock-may-still-135000983.html,finance.yahoo.com,Microsoft,MSFT
2026-06-04,Forget the  Magnificent Seven . This Financial Stock Could Be the Better Long - Term Bet . ,https://finance.yahoo.com/markets/stocks/articles/forget-magnificent-seven-financial-stock-135000301.html,finance.yahoo.com,Microsoft,MSFT
2026-06-04,巨头扎堆AI PC 广东如何卡位 ？_ 南方网,https://news.southcn.com/node_ac2b0b62a4/3beb0529db.shtml,news.southcn.com,Microsoft,MSFT
2026-06-04,SpaceX says it worth $1 . 75tn as it nears stock market debut,https://www.bbc.co.uk/news/articles/cvgz237n40jo,bbc.co.uk,Microsoft,MSFT
2026-06-04,Snowflake vs . MongoDB : Which Technology Stock Is a Better Buy in 2026 ? ,https://www.fool.com/coverage/better-buy/2026/06/03/snowflake-vs-mongodb-which-technology-stock-is-a-better-buy-in-2026/?source=iedfolrf0000001,fool.com,Microsoft,MSFT
2026-06-04,凌晨 ， 美股三大指数全线杀跌 ！ 美联储褐皮书透露重大信号 ！ ,https://www.stcn.com/article/detail/3942766.html,stcn.com,Microsoft,MSFT
2026-06-04,The Stock Market Is Still Trading Near Record Highs . Here the Biggest Risk Investors Are Overlooking . ,https://www.fool.com/investing/2026/06/03/the-stock-market-is-still-trading-near-record-high/?source=iedfolrf0000001,fool.com,Microsoft,MSFT
2026-06-04,财闻早知道| 美三大股指齐跌英伟达跌超3 % DeepSeek首轮融资预计筹资约500亿元,https://www.163.com/dy/article/KUIKAJCG0550WHYR.html,163.com,Microsoft,MSFT
2026-06-04,DeepSeek500亿融资细节曝光 ； 豆包回应收费及专业版传闻丨邦早报,https://www.163.com/dy/article/KUIK0JGB05119C3G.html,163.com,Microsoft,MSFT
2026-06-04,"미국증시 , 중동 긴장 · 유가 급등에 3대 지수 일제히 하락 … 나스닥 0 . 89 % ↓ [ 투자360 ] ",https://heraldk.com/2026/06/03/%eb%af%b8%ea%b5%ad%ec%a6%9d%ec%8b%9c-%ec%a4%91%eb%8f%99-%ea%b8%b4%ec%9e%a5%c2%b7%ec%9c%a0%ea%b0%80-%ea%b8%89%eb%93%b1%ec%97%90-3%eb%8c%80-%ec%a7%80%ec%88%98-%ec%9d%bc%ec%a0%9c%ed%9e%88-%ed%95%98/,heraldk.com,Microsoft,MSFT
2026-06-04,  历史正在重演 ， 而且不是好事 ！ 华尔街巨鳄阿克曼 ： AI狂热像极了2000年互联网泡沫前夜 - 美股 - 金融界,https://usstock.jrj.com.cn/2026/06/04075757332324.shtml,usstock.jrj.com.cn,Microsoft,MSFT
2026-06-04,中金2026下半年展望|港股 ： 热闹是他们的 ？ ,https://finance.sina.com.cn/stock/hkstock/hkstockresearch/2026-06-04/doc-iniaeupy3815142.shtml,finance.sina.com.cn,Microsoft,MSFT
2026-06-04,东方财富财经早餐 6月4日周四 _ 东方财富网,https://finance.eastmoney.com/a/202606033759360884.html,finance.eastmoney.com,Microsoft,MSFT
2026-06-04,A股头条 ： 109秒 ！ A股再登新闻联播 ， 长线外资看好中国 ， 持续加码硬科技 ； 特朗普称对伊朗海上封锁或持续至9月,https://stock.jrj.com.cn/2026/06/04073657332255.shtml,stock.jrj.com.cn,Microsoft,MSFT
2026-06-04,How To Earn 12 % While Waiting For Arista Stock To Fall,https://finance.yahoo.com/markets/options/articles/earn-12-while-waiting-arista-125111051.html,finance.yahoo.com,Microsoft,MSFT
2026-06-04,AI产业站在  C位  22只硬科技股估值或将大幅下降 _ 东方财富网,https://finance.eastmoney.com/a/202606043759395236.html,finance.eastmoney.com,Microsoft,MSFT
2026-06-04,凌晨全线杀跌 ！ 美联储重磅发布 ！ _ 东方财富网,https://finance.eastmoney.com/a/202606043759511752.html,finance.eastmoney.com,Microsoft,MSFT
2026-06-04,8点1氪丨腾讯称无法确定微信AI智能体推出时间 ； 问界回应浙江台州M9事故 ； 马斯克个人财富将突破万亿美元,https://www.163.com/dy/article/KUIJACH305118DFD.html,163.com,Microsoft,MSFT
2026-06-04,AI产业站在  C位  22只硬科技股估值或将大幅下降|市盈率 _ 新浪财经 _ 新浪网,https://finance.sina.com.cn/jjxw/2026-06-04/doc-iniaeiyh0675904.shtml,finance.sina.com.cn,Microsoft,MSFT
2026-06-04,美众院通过决议限制特朗普对伊动武权力 ； SpaceX将于6月12日开始交易 ；《 新闻联播 》 披露A股重要数据 ； 豆包回应  收费  丨每经早参,https://www.nbd.com.cn/articles/2026-06-03/4416889.html,nbd.com.cn,Microsoft,MSFT
2026-06-04,Dow drops more than 600 points as Middle East tensions weigh on stocks,https://www.proactiveinvestors.com/companies/news/1093375/dow-drops-more-than-600-points-as-middle-east-tensions-weigh-on-stocks-1093375.html,proactiveinvestors.com,Microsoft,MSFT
2026-06-04,华尔街见闻早餐FM - Radio | 2026年6月4日,https://wallstreetcn.com/articles/3773815,wallstreetcn.com,Microsoft,MSFT
2026-06-04, _ 东山精密 ( 002384 ) 股吧 _ 东方财富网股吧,"https://guba.eastmoney.com/o/news,002384,1720119730.html",guba.eastmoney.com,Microsoft,MSFT
2026-06-04,美股走勢丨道指收市瀉620點 通脹憂慮升溫,https://finance.now.com/news/post.php?id=973275,finance.now.com,Microsoft,MSFT
2026-06-04,Fears of dotcom bubble 2 . 0 as trillion - dollar AI floats swamp the market,https://finance.yahoo.com/markets/stocks/articles/ai-1tn-mega-floats-risk-155052470.html,finance.yahoo.com,Microsoft,MSFT
2026-06-03,2026年6月4日钛早 · 语音播报 - 钛媒体官方网站,https://www.tmtpost.com/fm/8014213.html,tmtpost.com,Microsoft,MSFT
2026-06-03,AI产业站在  C位  22只硬科技股估值或将大幅下降,https://www.stcn.com/article/detail/3942639.html,stcn.com,Microsoft,MSFT
2026-06-03,"Up Nearly 400 % in the Past Year , Bandwidth Stock Is an Undiscovered Winner",https://finance.yahoo.com/markets/stocks/articles/nearly-400-past-bandwidth-stock-155003178.html,finance.yahoo.com,Microsoft,MSFT
2026-06-03,SpaceX says its worth $1 . 75tn as it nears stock market debut,https://finance.yahoo.com/markets/stocks/articles/spacex-says-worth-1-75tn-224158952.html,finance.yahoo.com,Microsoft,MSFT
2026-06-03,"뉴욕증시 , 중동 불안에 사상 최고치서 후퇴 … 유가 , 2 % 안팎 상승 [ 글로벌마켓 모닝 브리핑 ] ",https://www.etoday.co.kr/news/view/2590312,etoday.co.kr,Microsoft,MSFT
2026-06-03,美股收盤 》 中東局勢升溫 ！ 道瓊跌620點 、 台積電ADR挫逾2 ％ ,https://ec.ltn.com.tw/article/breakingnews/5459988,ec.ltn.com.tw,Microsoft,MSFT
2026-06-03,Czerwona środa na Wall Street . Wojna z Iranem i kosmiczne ceny ropy straszą inwestorów,https://www.bankier.pl/wiadomosc/Czerwona-sroda-na-Wall-Street-Wojna-z-Iranem-i-kosmiczne-ceny-ropy-strasza-inwestorow-9146159.html,bankier.pl,Microsoft,MSFT
2026-06-03," [ 뉴욕증시 ]  사상 최고  엿새 만에 막 내려 … 팔란티어 , 6 . 6 % 급락",https://www.fnnews.com/news/202606040518458894,fnnews.com,Microsoft,MSFT
2026-06-03,"ChatGPT app reportedly hits 1 billion monthly active users , faster than any previous app",https://tech.yahoo.com/ai/chatgpt/article/chatgpt-app-reportedly-hits-1-billion-monthly-active-users-faster-than-any-previous-app-212611905.html,tech.yahoo.com,Microsoft,MSFT
2026-06-03,Salesforce vs . Braze : Which Technology Stock Is a Better Buy in 2026 ? ,https://www.fool.com/coverage/better-buy/2026/06/03/salesforce-vs-braze-which-technology-stock-is-a-better-buy-in-2026/?source=iedfolrf0000001,fool.com,Microsoft,MSFT
2026-06-03,Microsoft Stock Still Looks Cheap - Shorting One - Month Puts Has a 2 . 0 % Yield,https://finance.yahoo.com/markets/options/articles/microsoft-stock-still-looks-cheap-130002101.html,finance.yahoo.com,Microsoft,MSFT
2026-06-03,Hormus bremst DAX und Wall Street - Interviews live aus Dubai und digitaler Euro,https://www.4investors.de/nachrichten/brn.php?sektion=brn&ID=3647,4investors.de,Microsoft,MSFT
2026-06-03,Is Zoom Stock A Buy After The Anthropic IPO Hype ? ,https://finance.yahoo.com/markets/stocks/articles/zoom-stock-buy-anthropic-ipo-123013723.html,finance.yahoo.com,Microsoft,MSFT
2026-06-03,How Is Palo Alto Network Stock Performance Compared to Other Cybersecurity Stocks ? ,https://finance.yahoo.com/markets/stocks/articles/palo-alto-networks-stock-performance-124716256.html,finance.yahoo.com,Microsoft,MSFT
2026-06-03,BankPlus Wealth Management LLC Lowers Position in NVIDIA Corporation $NVDA,https://www.tickerreport.com/banking-finance/13462795/bankplus-wealth-management-llc-lowers-position-in-nvidia-corporation-nvda.html,tickerreport.com,Microsoft,MSFT
2026-06-03,"AI Capex From 4 Tech Giants to Exceed Japan GDP by 2030 , Goldman Says",https://www.businessinsider.com/ai-capex-boom-meta-microsoft-amazon-alphabet-goldman-sachs-2026-6,businessinsider.com,Microsoft,MSFT
2026-06-03,人工智能的下一场估值之战围绕电费展开,https://finance.sina.com.cn/stock/usstock/summary/2026-06-04/doc-iniaeqhe0598123.shtml,finance.sina.com.cn,Microsoft,MSFT
2026-06-03,機器人跌倒害的 ？ 高通股價暴跌 外媒揭 「 這1真相 」 | 財經 | 三立新聞網 SETN . COM,https://www.setn.com/News.aspx?NewsID=1849416,setn.com,Microsoft,MSFT
2026-06-03,巴菲特为什么重仓谷歌 ， 而非英伟达 ？ ,https://www.163.com/dy/article/KUI4PDA8051188EA.html,163.com,Microsoft,MSFT
2026-06-03,The US A . I . Bubble Rendezvous With Reality,https://www.greanvillepost.com/the-us-a-i-bubble-rendezvous-with-reality/,greanvillepost.com,Microsoft,MSFT
2026-06-03,"Nvidia Unveils New PC Chip , Hailed as Game Changer by Analysts – NaturalNews . com",https://www.naturalnews.com/2026-06-03-nvidia-unveils-new-pc-chip-game-changer.html,naturalnews.com,Microsoft,MSFT
2026-06-03,Dow and Nasdaq deep in the red as tech sold in favour of defensives,https://www.proactiveinvestors.com/companies/news/1093375/dow-and-nasdaq-deep-in-the-red-as-tech-sold-in-favour-of-defensives-1093375.html,proactiveinvestors.com,Microsoft,MSFT
2026-06-03,Can Big Tech spending spree on AI infrastructure last ? ,https://www.marketplace.org/story/2026/06/03/can-big-techs-spending-spree-on-ai-infrastructure-last,marketplace.org,Microsoft,MSFT
2026-06-03,Why Intel Stock Shot Up Again In May | The Motley Fool,https://www.fool.com/investing/2026/06/03/why-intel-stock-shot-up-again-in-may/?source=iedfolrf0000001,fool.com,Microsoft,MSFT
2026-06-03,Why Intel Stock Shot Up Again In May,https://finance.yahoo.com/markets/stocks/articles/why-intel-stock-shot-again-165757311.html,finance.yahoo.com,Microsoft,MSFT
2026-06-03,快訊 ／ AI概念股下挫 ！ 道瓊跌426點 Marvell再飆4 . 92 % | 財經 | 三立新聞網 SETN . COM,https://www.setn.com/News.aspx?NewsID=1849803,setn.com,Microsoft,MSFT
2026-06-03,"Thompson Siegel & Walmsley LLC Sells 40 , 507 Shares of Morgan Stanley $MS",https://www.themarketsdaily.com/2026/06/03/thompson-siegel-walmsley-llc-sells-40507-shares-of-morgan-stanley-ms.html,themarketsdaily.com,Microsoft,MSFT
2026-06-03,Should you buy Alphabet shares following $80 billion capital raise ? ,https://moneyweek.com/investments/tech-stocks/should-you-invest-in-alphabet-google,moneyweek.com,Microsoft,MSFT
2026-06-03,Better AI Stock to Buy : Alphabet vs . Microsoft . ( The Winner Might Surprise You ) ,https://www.fool.com/investing/2026/06/03/better-ai-stock-to-buy-alphabet-vs-microsoft-the-w/,fool.com,Microsoft,MSFT
2026-06-03,黄仁勋重新做电脑 ： 七大行业被判死缓,https://www.vava8.com/index.php?app=index&act=view&id=57820,vava8.com,Microsoft,MSFT
2026-06-03,监管传闻下微软股价暴跌3 . 4 %： 人工智能巨头的发展势头会受挫吗 ？ ,https://finance.sina.com.cn/stock/usstock/summary/2026-06-03/doc-iniaecsk0727402.shtml,finance.sina.com.cn,Microsoft,MSFT
2026-06-03,"Wall Street Enters  Unprecedented Territory  With Alphabet $80 Billion Stock Sale , Top Goldman Official Says",https://www.ibtimes.com/wall-street-enters-unprecedented-territory-alphabets-80-billion-stock-sale-goldman-co-ceo-says-3803669,ibtimes.com,Microsoft,MSFT
2026-06-03,Now The Perfect Time to Show Us Life Beyond GTA 6,https://www.ign.com/articles/nows-the-perfect-time-to-show-us-life-beyond-gta-6,ign.com,Microsoft,MSFT
2026-06-03,美满电子的第二次飙升 ： 黄仁勋  万亿美元  背书还是人工智能基础设施重新定价 ？ ,https://finance.sina.com.cn/stock/usstock/summary/2026-06-03/doc-iniacxkn0818106.shtml,finance.sina.com.cn,Microsoft,MSFT
2026-06-03, _ 中际旭创 ( 300308 ) 股吧 _ 东方财富网股吧,"https://guba.eastmoney.com/o/news,300308,1720078688.html",guba.eastmoney.com,Microsoft,MSFT
2026-06-03,巴菲特旗下伯克希尔 · 哈撒韦首次进行重大人工智能投资 ： 手握4000亿美元现金 下一个人工智能投资标的或为 …… ,https://finance.sina.com.cn/stock/usstock/summary/2026-06-03/doc-iniacxkk4044360.shtml,finance.sina.com.cn,Microsoft,MSFT
2026-06-03,Elon Musk Net Worth : Starlink CEO Set to Become First Trillionaire From SpaceX IPO,https://www.ibtimes.co.uk/elon-musk-net-worth-starlink-ceo-set-become-first-trillionaire-spacex-ipo-1800603,ibtimes.co.uk,Microsoft,MSFT
2026-06-03,PÖRSSIT : Tekoäly - yhtiöt pyrkivät pörssiin – Wall Street laskussa,https://www.kauppalehti.fi/uutiset/a/acf910c8-faa2-46f0-87b3-91eb5e3a0342,kauppalehti.fi,Microsoft,MSFT
2026-06-03,全线下跌 ！ 特朗普发声 ！ 霍尔木兹海峡 ， 大消息,https://www.stcn.com/article/detail/3942535.html,stcn.com,Microsoft,MSFT
2026-06-03,Microsoft ( MSFT ) Slid Despite Top and Bottom - Line Beats,https://finance.yahoo.com/markets/stocks/articles/microsoft-msft-slid-despite-top-134615541.html,finance.yahoo.com,Microsoft,MSFT
2026-06-03,"Nasdaq Advances Modestly to 27 , 123 as Tech Resilience Offsets Rate and Economic Concerns",https://www.ibtimes.com.au/nasdaq-edges-higher-amid-mixed-signals-1870047,ibtimes.com.au,Microsoft,MSFT
2026-06-03,Microsoft ( MSFT ) Slid Despite Top and Bottom - Line Beats,https://www.insidermonkey.com/blog/microsoft-msft-slid-despite-top-and-bottom-line-beats-1774255/,insidermonkey.com,Microsoft,MSFT
2026-06-03,黄仁勋  上新  Arm却股价飙升 ， AI PC市场发生了什么 ？ |微软|高通|英伟达|知名企业,https://www.163.com/dy/article/KUHF3PIH05199NPP.html,163.com,Microsoft,MSFT
2026-06-03,万亿QDII基金盛宴之下 ， 纳指基金为何一基难求 ？ ,https://www.163.com/dy/article/KUHBDI290519II4K.html,163.com,Microsoft,MSFT
2026-06-03,黄仁勋向全球富豪家族力荐AI ： 回报  疯狂可观 ， 还在质疑的人才是  疯子 ！ ,https://wallstreetcn.com/articles/3773784,wallstreetcn.com,Microsoft,MSFT
2026-06-03,更值得买入的人工智能股票 ： 谷歌母公司Alphabet与微软对比 （ 胜者可能出乎你意料 ） ,https://finance.sina.com.cn/stock/usstock/summary/2026-06-03/doc-iniactam0805354.shtml,finance.sina.com.cn,Microsoft,MSFT
2026-06-03,SpaceX的AI转型代价 ： 从最会赚钱的航天公司 ， 变成资本黑洞,https://wallstreetcn.com/articles/3773768,wallstreetcn.com,Microsoft,MSFT
2026-06-03,Analysis - Software stocks bounce back - now comes the hard part,https://www.thestar.com.my/tech/tech-news/2026/06/03/analysis-software-stocks-bounce-back---now-comes-the-hard-part,thestar.com.my,Microsoft,MSFT
2026-06-03,英伟达 「 带飞 」 AI PC产业链 ， 但要推翻40年旧制没那么容易,https://news.pedaily.cn/202606/564819.shtml,news.pedaily.cn,Microsoft,MSFT
2026-06-03,Michael Burry Brutal Take On Palantir :  A Sand Castle Supported Only By AI Applications Narrative  ,https://www.ibtimes.co.uk/michael-burry-criticises-palantir-ai-financial-practices-1800528,ibtimes.co.uk,Microsoft,MSFT
